candidate_phrase,normalized_phrase,query,occurrence_count,source_count,evidence_id,source_id,source_title,author,page_number,heading,matched_raw_terms,matched_registered_terms,proximity_reason,first_seen_at,status
and water animals,and water animals,Animal soul,1,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
and water animals the,and water animals the,Animal soul,1,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
and water animals the hex,and water animals the hex,Animal soul,1,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
animal body,animal body,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
animal body by,animal body by,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
animal is,animal is,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
animal soul and,animal soul and,Animal soul,1,1,PHILIP_SCHAFF_HCC1_EVID_00481_BODY_01,PHILIP_SCHAFF_HCC1,"History of the Christian Church, Volume I: Apostolic Christianity. A.D. 1-100",Philip Schaff,481,John and the Gospel of Love,animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
animal soul and taught,animal soul and taught,Animal soul,1,1,PHILIP_SCHAFF_HCC1_EVID_00481_BODY_01,PHILIP_SCHAFF_HCC1,"History of the Christian Church, Volume I: Apostolic Christianity. A.D. 1-100",Philip Schaff,481,John and the Gospel of Love,animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
animal soul because,animal soul because,Animal soul,1,1,PHILIP_SCHAFF_HCC1_EVID_00481_BODY_01,PHILIP_SCHAFF_HCC1,"History of the Christian Church, Volume I: Apostolic Christianity. A.D. 1-100",Philip Schaff,481,John and the Gospel of Love,animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
animal soul because the,animal soul because the,Animal soul,1,1,PHILIP_SCHAFF_HCC1_EVID_00481_BODY_01,PHILIP_SCHAFF_HCC1,"History of the Christian Church, Volume I: Apostolic Christianity. A.D. 1-100",Philip Schaff,481,John and the Gospel of Love,animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
animal soul this,animal soul this,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
animal soul this is,animal soul this is,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
animalis composed,animalis composed,Animal soul,1,1,ANF_03_EVID_01221_BODY_01,ANF_03,"ANF03. Latin Christianity: Its Founder, Tertullian",Tertullian,1221,"Another Class of Heretics Refuted. They Alleged that Christ's Flesh Was of a Finer Texture, Animalis, Composed of Soul.",animal; soul,soul,animal~soul in heading (14); animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
animalis composed of,animalis composed of,Animal soul,1,1,ANF_03_EVID_01221_BODY_01,ANF_03,"ANF03. Latin Christianity: Its Founder, Tertullian",Tertullian,1221,"Another Class of Heretics Refuted. They Alleged that Christ's Flesh Was of a Finer Texture, Animalis, Composed of Soul.",animal; soul,soul,animal~soul in heading (14); animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
animalis composed of soul,animalis composed of soul,Animal soul,1,1,ANF_03_EVID_01221_BODY_01,ANF_03,"ANF03. Latin Christianity: Its Founder, Tertullian",Tertullian,1221,"Another Class of Heretics Refuted. They Alleged that Christ's Flesh Was of a Finer Texture, Animalis, Composed of Soul.",animal; soul,soul,animal~soul in heading (14); animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
animals are,animals are,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
animals are not,animals are not,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
animals first,animals first,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
animals first part,animals first part,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
animals first part of,animals first part of,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
any union of soul,any union of soul,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
any union of soul and,any union of soul and,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
belongs to irrational animals,belongs to irrational animals,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
belongs to irrational animals first,belongs to irrational animals first,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
besides the intellectual soul first,besides the intellectual soul first,Animal soul,1,1,AQUINAS_SUMMA_EVID_00990_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,990,Article. 4 - Whether in man there is another form besides the intellectual soul?,animal; soul,soul,animal~soul in body (10),2026-09-04T17:19:48.899911+00:00,pending
composed of soul,composed of soul,Animal soul,1,1,ANF_03_EVID_01221_BODY_01,ANF_03,"ANF03. Latin Christianity: Its Founder, Tertullian",Tertullian,1221,"Another Class of Heretics Refuted. They Alleged that Christ's Flesh Was of a Finer Texture, Animalis, Composed of Soul.",animal; soul,soul,animal~soul in heading (14); animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
creation of terrestrial animals,creation of terrestrial animals,Animal soul,1,1,NPNF2_08_EVID_00365_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,365,The creation of terrestrial animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
creation of terrestrial animals the,creation of terrestrial animals the,Animal soul,1,1,NPNF2_08_EVID_00365_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,365,The creation of terrestrial animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
dumb animals,dumb animals,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
finer texture animalis,finer texture animalis,Animal soul,1,1,ANF_03_EVID_01221_BODY_01,ANF_03,"ANF03. Latin Christianity: Its Founder, Tertullian",Tertullian,1221,"Another Class of Heretics Refuted. They Alleged that Christ's Flesh Was of a Finer Texture, Animalis, Composed of Soul.",animal; soul,soul,animal~soul in heading (14); animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
fowl and water animals,fowl and water animals,Animal soul,1,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
human soul is,human soul is,Animal soul,1,1,AQUINAS_GENTILES_EVID_00303_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,303,Chapter LXXXVI. That the Human Soul is not transmitted by Generation,animal; soul,soul,animal~soul in body (57),2026-09-04T17:19:48.899911+00:00,pending
human soul is not,human soul is not,Animal soul,1,1,AQUINAS_GENTILES_EVID_00303_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,303,Chapter LXXXVI. That the Human Soul is not transmitted by Generation,animal; soul,soul,animal~soul in body (57),2026-09-04T17:19:48.899911+00:00,pending
human soul is not transmitted,human soul is not transmitted,Animal soul,1,1,AQUINAS_GENTILES_EVID_00303_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,303,Chapter LXXXVI. That the Human Soul is not transmitted by Generation,animal; soul,soul,animal~soul in body (57),2026-09-04T17:19:48.899911+00:00,pending
human soul was,human soul was,Animal soul,1,1,AQUINAS_SUMMA_EVID_01177_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1177,Article. 4 - Whether the human soul was produced before the body?,animal; soul,soul,animal~soul in body (26),2026-09-04T17:19:48.899911+00:00,pending
human soul was produced,human soul was produced,Animal soul,1,1,AQUINAS_SUMMA_EVID_01177_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1177,Article. 4 - Whether the human soul was produced before the body?,animal; soul,soul,animal~soul in body (26),2026-09-04T17:19:48.899911+00:00,pending
human soul was produced before,human soul was produced before,Animal soul,1,1,AQUINAS_SUMMA_EVID_01177_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1177,Article. 4 - Whether the human soul was produced before the body?,animal; soul,soul,animal~soul in body (26),2026-09-04T17:19:48.899911+00:00,pending
in irrational animals,in irrational animals,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
in man three souls,in man three souls,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
in man three souls book,in man three souls book,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
inclination towards the soul,inclination towards the soul,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
inclination towards the soul which,inclination towards the soul which,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
including the animal soul,including the animal soul,Animal soul,1,1,PHILIP_SCHAFF_HCC1_EVID_00481_BODY_01,PHILIP_SCHAFF_HCC1,"History of the Christian Church, Volume I: Apostolic Christianity. A.D. 1-100",Philip Schaff,481,John and the Gospel of Love,animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
including the animal soul and,including the animal soul and,Animal soul,1,1,PHILIP_SCHAFF_HCC1_EVID_00481_BODY_01,PHILIP_SCHAFF_HCC1,"History of the Christian Church, Volume I: Apostolic Christianity. A.D. 1-100",Philip Schaff,481,John and the Gospel of Love,animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
intellectual soul there,intellectual soul there,Animal soul,1,1,AQUINAS_SUMMA_EVID_00988_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,988,Article. 3 - Whether besides the intellectual soul there are in man other souls essentially different from one another?,animal; soul,soul,animal~soul in body (6),2026-09-04T17:19:48.899911+00:00,pending
intellectual soul there are,intellectual soul there are,Animal soul,1,1,AQUINAS_SUMMA_EVID_00988_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,988,Article. 3 - Whether besides the intellectual soul there are in man other souls essentially different from one another?,animal; soul,soul,animal~soul in body (6),2026-09-04T17:19:48.899911+00:00,pending
intelligent soul,intelligent soul,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
irrational animals,irrational animals,Animal soul,1,1,AQUINAS_SUMMA_EVID_01636_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1636,Article. 2 - Whether command belongs to irrational animals?,animal; soul,soul,animal~soul in body (21),2026-09-04T17:19:48.899911+00:00,pending
man three souls,man three souls,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
man three souls book,man three souls book,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
of dumb animals,of dumb animals,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
of soul and body,of soul and body,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
of terrestrial animals,of terrestrial animals,Animal soul,1,1,NPNF2_08_EVID_00365_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,365,The creation of terrestrial animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
of terrestrial animals the,of terrestrial animals the,Animal soul,1,1,NPNF2_08_EVID_00365_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,365,The creation of terrestrial animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
of terrestrial animals the hex,of terrestrial animals the hex,Animal soul,1,1,NPNF2_08_EVID_00365_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,365,The creation of terrestrial animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
other souls,other souls,Animal soul,1,1,AQUINAS_SUMMA_EVID_00986_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,986,Article. 3 - Whether besides the intellectual soul there are in man other souls essentially different from one another?,animal; soul,soul,animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
our soul,our soul,Animal soul,1,1,ANF_03_EVID_01221_BODY_01,ANF_03,"ANF03. Latin Christianity: Its Founder, Tertullian",Tertullian,1221,"Another Class of Heretics Refuted. They Alleged that Christ's Flesh Was of a Finer Texture, Animalis, Composed of Soul.",animal; soul,soul,animal~soul in heading (14); animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
soul and body,soul and body,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
soul and body in,soul and body in,Animal soul,1,1,AQUINAS_SUMMA_EVID_04750_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,4750,Article. 5 - Whether in Christ there is any union of soul and body?,animal; soul,soul,animal~soul in body (4),2026-09-04T17:19:48.899911+00:00,pending
soul as,soul as,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
soul as the,soul as the,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
soul is not,soul is not,Animal soul,1,1,AQUINAS_GENTILES_EVID_00303_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,303,Chapter LXXXVI. That the Human Soul is not transmitted by Generation,animal; soul,soul,animal~soul in body (57),2026-09-04T17:19:48.899911+00:00,pending
soul is united,soul is united,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
soul is united to,soul is united to,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
soul was,soul was,Animal soul,1,1,AQUINAS_SUMMA_EVID_01177_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1177,Article. 4 - Whether the human soul was produced before the body?,animal; soul,soul,animal~soul in body (26),2026-09-04T17:19:48.899911+00:00,pending
soul was produced,soul was produced,Animal soul,1,1,AQUINAS_SUMMA_EVID_01177_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1177,Article. 4 - Whether the human soul was produced before the body?,animal; soul,soul,animal~soul in body (26),2026-09-04T17:19:48.899911+00:00,pending
soul which,soul which,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
soul which will,soul which will,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
soul which will be,soul which will be,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
souls of dumb,souls of dumb,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
souls of dumb animals,souls of dumb animals,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
terrestrial animals,terrestrial animals,Animal soul,1,1,NPNF2_08_EVID_00365_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,365,The creation of terrestrial animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
that the soul,that the soul,Animal soul,1,1,AQUINAS_SUMMA_EVID_00990_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,990,Article. 4 - Whether in man there is another form besides the intellectual soul?,animal; soul,soul,animal~soul in body (10),2026-09-04T17:19:48.899911+00:00,pending
the animal soul this,the animal soul this,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
the animal soul this is,the animal soul this is,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
the human soul was,the human soul was,Animal soul,1,1,AQUINAS_SUMMA_EVID_01177_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1177,Article. 4 - Whether the human soul was produced before the body?,animal; soul,soul,animal~soul in body (26),2026-09-04T17:19:48.899911+00:00,pending
the intelligent soul,the intelligent soul,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
the soul as,the soul as,Animal soul,1,1,CHARLES_HODGE_EPHESIANS_EVID_00099_BODY_01,CHARLES_HODGE_EPHESIANS,A Commentary on the Epistle to the Ephesians,Charles Hodge,99,"Chapter III. The Nature and Design of Paul’s Commission, vs. 1-13—His Prayer for the Ephesians, vs. 14-21.",animal; soul,soul,animal~soul in body (1),2026-09-04T17:19:48.899911+00:00,pending
the soul is,the soul is,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
the soul is united,the soul is united,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
the soul is united to,the soul is united to,Animal soul,1,1,AQUINAS_SUMMA_EVID_00997_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,997,Article. 7 - Whether the soul is united to the animal body by means of a body?,animal; soul,soul,animal~soul in heading (18); animal~soul in body (18),2026-09-04T17:19:48.899911+00:00,pending
the soul which,the soul which,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
the soul which will,the soul which will,Animal soul,1,1,AQUINAS_SUMMA_EVID_06650_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,6650,Article. 3 - Whether the ashes from which the human body will be restored have any natural inclination towards the soul which will be united to them?,animal; soul,soul,animal~soul in body (41),2026-09-04T17:19:48.899911+00:00,pending
the souls of dumb,the souls of dumb,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
the souls of dumb animals,the souls of dumb animals,Animal soul,1,1,AQUINAS_GENTILES_EVID_00297_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,297,Chapter LXXXII. That the Souls of Dumb Animals are not Immortal,animal; soul,soul,animal~soul in body (9),2026-09-04T17:19:48.899911+00:00,pending
three souls,three souls,Animal soul,1,1,AQUINAS_GENTILES_EVID_00236_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,236,"Chapter LVIII. That Vegetative, Sentient, and Intelligent are not in man Three Souls",animal; soul,soul,animal~soul in body (14),2026-09-04T17:19:48.899911+00:00,pending
