candidate_phrase,normalized_phrase,query,occurrence_count,source_count,evidence_id,source_id,source_title,author,page_number,heading,matched_raw_terms,matched_registered_terms,proximity_reason,first_seen_at,status
name holy ghost is,name holy ghost is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00563_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,563,Article. 1 - Whether this name “Holy Ghost” is the proper name of one divine person?,persons; three; trinity,father; holy ghost; holy spirit; spirit of god; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (142),2026-09-04T17:19:48.899911+00:00,pending
of god and creation,of god and creation,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
of one divine person,of one divine person,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00563_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,563,Article. 1 - Whether this name “Holy Ghost” is the proper name of one divine person?,persons; three; trinity,father; holy ghost; holy spirit; spirit of god; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (142),2026-09-04T17:19:48.899911+00:00,pending
of the three persons in,of the three persons in,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00590_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,590,Article. 3 - Whether essential names should be predicated in the singular of the three persons?,persons; three; trinity,deity; essence; father; holy ghost; substance; three persons; trinity,three~three persons in heading (0); three~trinity in heading (49); persons~three persons in heading (0); persons~trinity in heading (37),2026-09-04T17:19:48.899911+00:00,pending
of three persons scripture nowhere,of three persons scripture nowhere,relationship between three persons in trinity,1,1,NPNF1_03_EVID_00261_BODY_01,NPNF1_03,NPNF1-03. On the Holy Trinity; Doctrinal Treatises; Moral Treatises,Augustine of Hippo,261,"How It Was Brought About that the Greeks Speak of Three Hypostases, the Latins of Three Persons. Scripture Nowhere Speaks of Three Persons in One God.",persons; three; trinity,essence; father; holy spirit; substance; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (63); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
only three persons,only three persons,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
only three persons in,only three persons in,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
only three persons in the,only three persons in the,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
person can,person can,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00519_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,519,Article. 4 - Whether this term “person” can be common to the three persons?,persons; three; trinity,essence; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (41); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
person is,person is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00519_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,519,Article. 4 - Whether this term “person” can be common to the three persons?,persons; three; trinity,essence; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (41); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
persons are,persons are,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00588_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,588,Article. 2 - Whether it must be said that the three persons are of one essence?,persons; three; trinity,essence; father; holy ghost; homoousion; substance; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (60); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
persons can,persons can,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00598_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,598,Article. 6 - Whether the persons can be predicated of the essential terms?,persons; three; trinity,essence; father; holy ghost; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); three~trinity in body (26); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
persons can be,persons can be,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00598_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,598,Article. 6 - Whether the persons can be predicated of the essential terms?,persons; three; trinity,essence; father; holy ghost; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); three~trinity in body (26); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
persons can be predicated,persons can be predicated,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00598_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,598,Article. 6 - Whether the persons can be predicated of the essential terms?,persons; three; trinity,essence; father; holy ghost; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); three~trinity in body (26); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
persons in god,persons in god,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
singular of the three,singular of the three,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00590_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,590,Article. 3 - Whether essential names should be predicated in the singular of the three persons?,persons; three; trinity,deity; essence; father; holy ghost; substance; three persons; trinity,three~three persons in heading (0); three~trinity in heading (49); persons~three persons in heading (0); persons~trinity in heading (37),2026-09-04T17:19:48.899911+00:00,pending
singular of the three persons,singular of the three persons,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00590_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,590,Article. 3 - Whether essential names should be predicated in the singular of the three persons?,persons; three; trinity,deity; essence; father; holy ghost; substance; three persons; trinity,three~three persons in heading (0); three~trinity in heading (49); persons~three persons in heading (0); persons~trinity in heading (37),2026-09-04T17:19:48.899911+00:00,pending
son and holy ghost,son and holy ghost,relationship between three persons in trinity,1,1,AQUINAS_GENTILES_EVID_00609_BODY_01,AQUINAS_GENTILES,Of God and His Creatures,Thomas Aquinas,609,"Chapter XXVI. That there are only Three Persons in the Godhead, Father and Son and Holy Ghost",persons; relationship; three; trinity,essence; father; holy ghost; three persons; trinity,three~three persons in heading (0); persons~three persons in heading (0); three~three persons in body (0); three~trinity in body (16),2026-09-04T17:19:48.899911+00:00,pending
term person,term person,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00519_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,519,Article. 4 - Whether this term “person” can be common to the three persons?,persons; three; trinity,essence; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (41); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
than three persons,than three persons,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
than three persons in,than three persons in,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
than three persons in god,than three persons in god,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00514_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,514,Article. 2 - Whether there are more than three persons in God?,persons; three; trinity,father; holy ghost; three persons,three~three persons in heading (0); persons~three persons in heading (0); trinity~three persons in heading (48); three~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
the doctrine of god,the doctrine of god,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
the doctrine of god and,the doctrine of god and,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SUMMARY_EVID_00031_BODY_01,LOUIS_BERKHOF_SUMMARY,Summary of Christian Doctrine,Louis Berkhof,31,Chapter VII: The Trinity,persons; three; trinity,essence; father; holy spirit; only begotten; son of god; spirit of god; three persons; trinity; triune,three~three persons in body (0); three~trinity in body (164); persons~three persons in body (0); persons~trinity in body (8),2026-09-04T17:19:48.899911+00:00,pending
the essence is,the essence is,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00586_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,586,Article. 1 - Whether in God the essence is the same as the person?,persons; three; trinity,essence; father; substance; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); persons~three persons in body (0); persons~trinity in body (4),2026-09-04T17:19:48.899911+00:00,pending
the holy trinity part,the holy trinity part,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00081_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,81,VIII. The Holy Trinity,persons; relationship; three; trinity,essence; father; holy spirit; three persons; trinity,relationship~three persons in body (58); relationship~trinity in body (173); three~three persons in body (0); three~trinity in body (110),2026-09-04T17:19:48.899911+00:00,pending
the holy trinity part one,the holy trinity part one,relationship between three persons in trinity,1,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00081_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,81,VIII. The Holy Trinity,persons; relationship; three; trinity,essence; father; holy spirit; three persons; trinity,relationship~three persons in body (58); relationship~trinity in body (173); three~three persons in body (0); three~trinity in body (110),2026-09-04T17:19:48.899911+00:00,pending
the persons can,the persons can,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00598_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,598,Article. 6 - Whether the persons can be predicated of the essential terms?,persons; three; trinity,essence; father; holy ghost; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); three~trinity in body (26); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
the persons can be,the persons can be,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00598_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,598,Article. 6 - Whether the persons can be predicated of the essential terms?,persons; three; trinity,essence; father; holy ghost; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); three~trinity in body (26); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
the persons can be predicated,the persons can be predicated,relationship between three persons in trinity,1,1,AQUINAS_SUMMA_EVID_00598_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,598,Article. 6 - Whether the persons can be predicated of the essential terms?,persons; three; trinity,essence; father; holy ghost; three persons; trinity,persons~trinity in heading (37); three~three persons in body (0); three~trinity in body (26); persons~three persons in body (0),2026-09-04T17:19:48.899911+00:00,pending
